ID,Name,Proponent,Project Type,Methodology,Status,Country/Area,Region,Project Registration Date,Sustainable Development Goals
2847,JinNa Adjusted Water Management in Rice Cultivation,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2740,Dekang AWMS GHG Mitigation Project in Sichuan Province,DEKON FOOD AND AGRICULTURE GROUP,Livelihoods,,Undergoing validation and verification,China,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action
2741,Dekang AWMS GHG Mitigation Project in Guizhou Province,DEKON FOOD AND AGRICULTURE GROUP,Livelihoods,,Undergoing validation and verification,China,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action
2700,SHINE - Distribution of LED lightbulbs in India-6,Brightspark Energy Pvt. Ltd.,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action
2701,SHINE - Distribution of LED lightbulbs in India-7,Brightspark Energy Pvt. Ltd.,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action
2695,SHINE - Distribution of LED lightbulbs in India-5,Brightspark Energy Pvt. Ltd.,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action
2673,UpEnergy-Social and Climate Impact Programme- Nigeria-1,UpEnergy Group,Energy,,Verified,Nigeria,Africa,,01: No Poverty; 05: Gender Equality; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land
2675,UpEnergy-Social and Climate Impact Programme- DRC-1,UpEnergy Group,Energy,,Under Development,"Congo, The Democratic Republic of The",Africa,,01: No Poverty; 03: Good Health and Well-being; 05: Gender Equality; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land
2676,Community Carbon Efficient Cooking Programme - Tanzania-1,Community Carbon,Energy,,Verification approval request denied,Tanzania,Africa,,05: Gender Equality; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land
2664,Installation of High Efficient Cook Stoves by EKI Energy Services Limited,EKI Energy Services Limited,Energy,,Under Development,India,Asia,,01: No Poverty; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 13: Climate Action; 15: Life on Land
2657,SHINE – Distribution of LED Lightbulbs in India-3,Multiple Proponents,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action
2658,SHINE – Distribution of LED Lightbulbs in India-4,Brightspark Energy Pvt. Ltd.,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action
2631,Adjusted Water Management in Rice Cultivation in Dazu District,"Chongqing Gengfang Agricultural Development Co., Ltd.",Agriculture Forestry and Other Land Use,,Verification public comment period requested,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2632,Adjusted Water Management in Rice Cultivation in Eastern Hechuan District,"Chongqing Gengfang Agricultural Development Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2633,Adjusted Water Management in Rice Cultivation in Nanchuan District,"Chongqing Gengfang Agricultural Development Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2626,Xiping Adjusted Water Management in Rice Cultivation,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2627,Xing’anwang Adjusted Water Management in Rice Cultivation,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2628,Yansiyin Adjusted Water Management in Rice Cultivation,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,13: Climate Action
2622,Huiluo Adjusted Water Management in Rice Cultivation,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",Agriculture Forestry and Other Land Use,,Undergoing verification,China,Asia,,01: No Poverty; 02: Zero Hunger; 04: Quality Education; 08: Decent Work and Economic Growth; 13: Climate Action
2607,Household Energy Efficiency Programme,C-Quest Capital SG India Holdings Private Limited,Energy,,Undergoing validation and verification,India,Asia,,03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 13: Climate Action; 15: Life on Land
2608,SHINE - Distribution of LED lightbulbs in India-2,Multiple Proponents,Energy,,Under Development,India,Asia,,07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 12: Responsible Consumption and Production; 13: Climate Action
