ID,Name,Proponent,CCB Project Type,Distinctions,Status,Country/Area,Region,CCB Standard Edition
1695,PAYMENT FOR ENVIRONMENTAL SERVICES SCHEME FOR FOREST MANAGEMENT AND CONSERVATION OF WATER SOURCES IN THE JURISDICTION OF CORPOCHIVOR,Local Environmental Authority of Chivor (CORPOCHIVOR– Corporación Autónoma Regional de Chivor),Reduced Emissions from Deforestation and Degradation,,Verification approved,Colombia,Latin America,CCB Third Edition
1689,Tumring REDD+ Project,"The Royal Government of Cambodia, Forestry Administration",Reduced Emissions from Deforestation and Degradation,,Verification approved,Cambodia,Asia,CCB Third Edition
960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,EUCAPINE S.R.L,"Afforestation, Reforestation and Revegetation",,Verification approved,Uruguay,Latin America,CCB Third Edition
1663,Fazenda Sao Paulo Afforestation,MARONESE SERVICOS AGRICOLAS E LOCACAO LTDA,"Afforestation, Reforestation and Revegetation",Climate Gold,Verification expired,Brazil,Latin America,CCB Third Edition
1653,Carbono Nascentes do Xingu,Instituto Socioambiental,"Afforestation, Reforestation and Revegetation",,Verification approved,Brazil,Latin America,CCB Third Edition
1654,Fortaleza Ituxi REDD Project,Fazenda Nossa Senhora das Cachoeiras do Ituxi,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,On Hold - see notification letter,Brazil,Latin America,CCB Third Edition
1655,Guapiaçu Grande Vida,Reserva Ecológica de Guapiaçu – REGUA,"Afforestation, Reforestation and Revegetation",,Validation expired,Brazil,Latin America,CCB Third Edition
1657,"Grouped Project REDD+ conservation of the Oak ecological corridor Guantiva – La Rusia – Iguaque, Colombia",Fundación Natura,Reduced Emissions from Deforestation and Degradation,,Validation public comment period expired,Colombia,Latin America,CCB First Edition
1649,"Restoration of Giant Panda Habitat in Southwest Sichuan, China",Administration of Sichuan Mamize Nature Reserve,"Afforestation, Reforestation and Revegetation",Climate Gold,Validation expired,China,Asia,CCB Third Edition
1650,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,"Royal Government of Cambodia (RGC), Ministry of Environment",Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Cambodia,Asia,CCB Third Edition
1646,Kachung Forest Project: Afforestation on Degraded Lands,Lango Forest Company,"Afforestation, Reforestation and Revegetation",,Validation expired,Uganda,Africa,CCB Second Edition
1647,Panama Canal Authority Sustainable Forest Cover Establishment Project,Panama Canal Authority,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Panama,Latin America,CCB Second Edition
1648,Carbon Sequestration in Communities of Extreme Poverty in the Sierra Gorda of Mexico,Sierra Gorda Alliance for Conservation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Validation expired,Mexico,Latin America,CCB Second Edition
1642,The Juruá and Carauari REDD Project,Carbono Socioambiental,Reduced Emissions from Deforestation and Degradation,,Project withdrawn,Brazil,Latin America,CCB First Edition
1639,Rewetting of Tropical Peat Swamp Forest in Sebangau National Park,Sebangau National Park Office,Wetland Rewetting and Conservation,Biodiversity Gold,Validation expired,Indonesia,Asia,CCB Second Edition
1640,Niger Acacia Senegal Plantation Project*,Achats Service International,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Niger,Africa,CCB Second Edition
1641,"Forest Carbon Project in Quirino Province, Sierra Madre Biodiversity Corridor, Luzon, Philippines",Conservation International Foundation,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification expired,Philippines,Asia,CCB Third Edition
1634,Philippines Penablanca Sustainable Reforestation Project,Conservation International Foundation,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Philippines,Asia,CCB Second Edition
1635,Grand Cote and Lake Ophelia National Wildlife Refuges Restoration Initiative,The Conservation Fund,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification expired,United States,North America,CCB Second Edition
1636,Restoring a Forest Legacy at Upper Ouachita National Wildlife Refuge,The Conservation Fund,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification expired,United States,North America,CCB Second Edition
1637,Northern Ontario Forestry Offset Pilot Project,"Global CO2 Reduction, Inc.","Afforestation, Reforestation and Revegetation",,Validation expired,Canada,North America,CCB Second Edition
1638,Sofala Community Carbon Project,Envirotrade,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Validation expired,Mozambique,Africa,CCB Second Edition
1629,Buffelsdraai Landfill Community Reforestation Project,Wildlands Conservation Trust,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold,Validation expired,South Africa,Africa,CCB Second Edition
1630,"Watershed Restoration in the Cantareira Water System: Carbon, Community and Biodiversity Initiative",The Nature Conservancy,"Afforestation, Reforestation and Revegetation",,Validation expired,Brazil,Latin America,CCB Second Edition
1631,Sustainable Agriculture in a Changing Climate,CARE International,"Afforestation, Reforestation and Revegetation",Community Gold,Validation expired,Kenya,Africa,CCB Second Edition
1632,"Afforestation of Degraded Shengle Ecological Zone in Helinge'er of Inner Mongolia, China",The Nature Conservancy,"Afforestation, Reforestation and Revegetation",Climate Gold,Validation expired,China,Asia,CCB Second Edition
1633,Reducing Carbon Emissions by Protecting a Native Forest in Tasmania,REDD Forests,Reduced Emissions from Deforestation and Degradation,,Validation expired,Australia,Oceania,CCB Second Edition
899,"TIST Program in Kenya, VCS 006",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approval requested ,Kenya,Africa,CCB Second Edition
824,"TIST Program in Uganda, VCS 001",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
825,"TIST Program in Uganda, VCS 002",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
826,"TIST Program in Uganda, VCS 004",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
827,"TIST Program in Uganda, VCS 003",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
993,"TIST Program in Uganda, VCS 005",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
994,"TIST Program in India, VCS 001",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Under Verification,India,Asia,CCB Third Edition
995,"TIST Program in Uganda, VCS 006",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Community Gold,Verification approved,Uganda,Africa,CCB Second Edition
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Indian Farm Forestry Development Co-operative Limited,"Afforestation, Reforestation and Revegetation",,Project withdrawn,India,Asia,CCB First Edition
1080,Reforestation with Native Species in the Pachijal and Mira River Watersheds for Carbon Retention,Multiple Proponents,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Ecuador,Latin America,CCB Second Edition
1147,Amazon Rio IFM,Empresa Brasileira de Conservacao de Florestas (EBCF),Improved Forest Management,Community Gold; Biodiversity Gold,Under validation and verification,Brazil,Latin America,CCB Third Edition
1332,"Reforestation Project in Yingjing County, Sichuan Province",Multiple Proponents,"Afforestation, Reforestation and Revegetation",,Verification expired,China,Asia,CCB Second Edition
1625,"Afforestation/Reforestation on Degraded Lands in Southwest Sichuan, China",Daduhe Forestation Bureau,"Afforestation, Reforestation and Revegetation",Climate Gold,Validation expired,China,Asia,CCB Second Edition
1626,Sodo Community Managed Reforestation (Forest Generation) Project,World Vision,"Afforestation, Reforestation and Revegetation",,Validation expired,Ethiopia,Africa,CCB Second Edition
1627,Abote Community-Managed Reforestation Project,World Vision,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Ethiopia,Africa,CCB Second Edition
1628,The Nakauvadra Community-Based Reforestation Project,Conservation International Foundation,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Fiji,Oceania,CCB Second Edition
1622,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Fundacion para el Ecodesarrollo y la Conservacion [FUNDAECO],Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Guatemala,Latin America,CCB Third Edition
1621,Forest Again Kakamega Forest,Eco2librium LLC,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold,Validation expired,Kenya,Africa,CCB Second Edition
689,"Reforestation of degraded land in Chhattisgarh, India",Prakash Industries Limited,"Afforestation, Reforestation and Revegetation",,Validation expired,India,Asia,CCB First Edition
737,"TIST Program in Kenya, VCS 005",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approval requested ,Kenya,Africa,CCB Third Edition
658,"Reforestation of pastures in Campo Verde with native species, Pucallpa, Peru",Bosques Amazónicos,"Afforestation, Reforestation and Revegetation",,Validation expired,Peru,Latin America,CCB First Edition
1616,Kamula Doso Improved Forest Management Carbon Project,Tumu Timber Development Limited,Improved Forest Management,,Project withdrawn,Papua New Guinea,Oceania,CCB Second Edition
1617,Niassa Forest Project,Green Resources Tanzania Ltd (GRL),"Afforestation, Reforestation and Revegetation",,Validation expired,Mozambique,Africa,CCB Second Edition
1618,CO2OL Native Tree Species Reforestation,Forest Finance Service GmbH,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Panama,Latin America,CCB Second Edition
1619,CO2OL Tropical Mix Reforestation Project,Forest Finance Service GmbH,"Afforestation, Reforestation and Revegetation",,Validation expired,Panama,Latin America,CCB Second Edition
1620,Restoring a Forest Legacy at Mingo National Wildlife Refuge,The Conservation Fund,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification approved,United States,North America,CCB Second Edition
1611,Indian Farm Forestry Development Co-operative Limited (IFFDC) Wasteland Forestation Project,Indian Farm Forestry Development Co-operative Limited,"Afforestation, Reforestation and Revegetation",,Project withdrawn,India,Asia,CCB First Edition
1612,"Addo Elephant National Park, Baviaanskloof Nature Reserve and Great Fish River Nature Reserve Restoration Project (ABFRP)",Gamtoos Irrigation Board,"Afforestation, Reforestation and Revegetation",,Verification expired,South Africa,Africa,CCB Second Edition
1613,Bikin Tiger Carbon Project,Tribal Commune Tiger (TCT),Improved Forest Management,Biodiversity Gold,Validation expired,Russian Federation,Asia,CCB Second Edition
1614,Denman Island Avoided Conversion of Forestlands Project,Ecosystem Restoration Associates (ERA),Reduced Emissions from Deforestation and Degradation,,Validation expired,Canada,North America,CCB Second Edition
1615,Empresas Publicas de Medellin REDD+ Project,Empresas Publicas de Medellin E.S.P. (EPM),"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Colombia,Latin America,CCB Second Edition
1605,Aberdare Range/Mt. Kenya Small Scale Reforestation Initiative,The Green Belt Movement,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Kenya,Africa,CCB First Edition
1606,"Multiple Reforestation on Degraded Lands in Maanshan Nature Reserve, Sichuan",Shanshui Conservation Centre,"Afforestation, Reforestation and Revegetation",,Project withdrawn,China,Asia,CCB First Edition
1607,Multiple-purposes Reforestation on Degraded Lands in Longyang,Conservation International Foundation,"Afforestation, Reforestation and Revegetation",,Project withdrawn,China,Asia,CCB First Edition
1608,Reforestation on degraded lands in Northwest Guangxi,Xinghuan Forestry Development Company Ltd.,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,China,Asia,CCB First Edition
1609,Humbo Ethiopia Assisted Natural Regeneration Project,World Vision,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,Ethiopia,Africa,CCB First Edition
1610,"Reforestation in grassland areas of Idete, Mufindi District, Iringa Region, Tanzania",Green Resources Tanzania Ltd (GRL),"Afforestation, Reforestation and Revegetation",Silver,Validation expired,Tanzania,Africa,CCB First Edition
1596,"The Juma Sustainable Development Reserve Project: Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation plus forest management in the State of Amazonas, Brazil",Fundação Amazonas Sustentável - FAS,Reduced Emissions from Deforestation and Degradation,Gold,Validation expired,Brazil,Latin America,CCB First Edition
1597,Project Climate Apley,Project Climate Pty Ltd,Reduced Emissions from Deforestation and Degradation,Gold,Project withdrawn,United Kingdom,Europe,CCB First Edition
1598,Reducing carbon emissions from deforestation in the Ulu Masen Ecosystem,Provincial Government of Nanggroe Aceh Darussalam,Reduced Emissions from Deforestation and Degradation,Silver,Validation expired,Indonesia,Asia,CCB First Edition
1599,Kikonda Forest Reserve Reforestation Project,Global-Woods AG,"Afforestation, Reforestation and Revegetation",Silver,Validation expired,Uganda,Africa,CCB First Edition
1600,The Monte Pascoal-Pau Brasil Ecological Corridor,The Nature Conservancy,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,Brazil,Latin America,CCB First Edition
1601,Avoided Deforestation Through the Payment of Environmental Services in Rainforests Located on Private Lands in the Conservation Area of the Central Volcanic Mountain Range of Costa Rica,Pax Natura Foundation,Reduced Emissions from Deforestation and Degradation,Gold,Validation expired,Costa Rica,Latin America,CCB First Edition
1602,The Community Ecosystem Restoration Project,Ecosystem Restoration Associates (ERA),"Afforestation, Reforestation and Revegetation",Gold,Validation expired,Canada,North America,CCB First Edition
1603,"Afforestation and reforestation on degraded lands in northwest Sichuan, China",Conservation International Foundation,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,China,Asia,CCB Second Edition
1604,Avoided Deforestation in the Coffee Forest in El Salvador,Banco Multisectorial de Inversones,Reduced Emissions from Deforestation and Degradation,,Validation expired,El Salvador,Latin America,CCB First Edition
665,"Multi-Species Reforestation in Mato Grosso, Brazil",Multiple Proponents,"Afforestation, Reforestation and Revegetation",Silver,Project withdrawn,Brazil,Latin America,CCB Second Edition
738,"Carbon Project in the Emas-Taquari Biodiversity Corridor, Goiás and Mato Grosso do Sul, Brazil",Multiple Proponents,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification approved,Brazil,Latin America,CCB Third Edition
812,Bull Run Overseas Forest Carbon Project,Bull Run Overseas Ltd.,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Belize,Latin America,CCB Second Edition
838,Tensas River Basin Project,The Nature Conservancy,"Afforestation, Reforestation and Revegetation",,Validation expired,United States,North America,CCB First Edition
904,"Reduced Emissions from Deforestation and Degradation in Community Forests – Oddar Meanchey, Cambodia",Royal Government of Cambodia-Forestry Admin,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification expired,Cambodia,Asia,CCB Second Edition
607,Darkwoods Forest Carbon Project,Nature Conservancy of Canada,Improved Forest Management,Biodiversity Gold,Under Verification,Canada,North America,CCB Second Edition
856,The Chocó-Darién Conservation Corridor REDD Project,Anthrotect S.A.S.,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Colombia,Latin America,CCB Second Edition
1343,Kuzuko Lodge Private Game Reserve thicket restoration project,Spekboom Trading (Pty) Ltd,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Under validation,South Africa,Africa,CCB Second Edition
1285,New Leaf Carbon Project,Tasmanian Land Conservancy,Improved Forest Management,Biodiversity Gold,Verification expired,Australia,Oceania,CCB Second Edition
1113,The Valparaiso Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Brazil,Latin America,CCB Second Edition
1118,Suruí Forest Carbon Project,Metareilá Association of the Suruí Indigenous P'pl,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Brazil,Latin America,CCB Second Edition
1085,EcoPlanet Bamboo Central America - Reforestation Project,"EcoPlanet Bamboo Group, LLC","Afforestation, Reforestation and Revegetation",Biodiversity Gold,Validation expired,Nicaragua,Latin America,CCB Second Edition
1593,Ducks Unlimited Avoided Grassland Conversion Project in the Prairie Pothole Region,Ducks Unlimited,Reduced Emissions from Deforestation and Degradation,Gold,Verification expired,United States,North America,CCB First Edition
1594,Restoring a Legacy at Red River National Wildlife Refuge,Multiple Proponents,"Afforestation, Reforestation and Revegetation",Gold,Verification public comment period expired,United States,North America,CCB First Edition
1595,Restoring a Forest Legacy at Marais des Cygnes National Wildlife Refuge,The Conservation Fund,"Afforestation, Reforestation and Revegetation",Gold,Verification public comment period expired,United States,North America,CCB First Edition
1588,"Genesis Forest Project: Reducing Greenhouse Gas Emissions from Deforestation and Degradation in Tocantins State, Brazil",Ecologica Institute,Reduced Emissions from Deforestation and Degradation,,Project withdrawn,Brazil,Latin America,CCB First Edition
1589,"Genesis Forest Project: Reforestation of Brazilian Savannah with Native Species in the State of Tocantins, Brazil",Ecologica Institute,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Brazil,Latin America,CCB First Edition
1590,Small-scale Reforestation for Landscape Restoration,The Nature Conservancy,"Afforestation, Reforestation and Revegetation",,Validation expired,China,Asia,CCB First Edition
1591,Panama Native Species Reforestation,CO2OL,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,Panama,Latin America,CCB First Edition
1592,"Return to Forest, Nicaragua",Paso Pacifico,"Afforestation, Reforestation and Revegetation",Gold,Validation expired,Nicaragua,Latin America,CCB First Edition
1586,"Bagepalli CDM Reforestation Project, Karnataka",Agricultural Development & Training Society (ADATS),"Afforestation, Reforestation and Revegetation",,Project withdrawn,India,Asia,CCB First Edition
1112,The Russas Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Brazil,Latin America,CCB Second Edition
514,Promoting Sustainable Development through Natural Rubber Tree Plantations in Guatemala,Negocios Energeticos de Occidente S.A.,"Afforestation, Reforestation and Revegetation",,Under validation and verification,Guatemala,Latin America,CCB Second Edition
962,Forteko afforestation on degraded grasslands under extensive grazing,Multiple Proponents,"Afforestation, Reforestation and Revegetation",,Verification approved,Uruguay,Latin America,CCB Third Edition
1581,The Australian Wet Tropics Region Biocarbon Sequestration Project Based on Regional Natural Resource Management,Degree Celcius,Reduced Emissions from Deforestation and Degradation,,Project withdrawn,Australia,Oceania,CCB First Edition
1168,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Malawi,Africa,CCB Second Edition
562,The Kasigau Corridor REDD Project – Phase I Rukinga Sanctuary,Wildlife Works Carbon LLC,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
1395,Bajo Calima y Bahía Málaga (BCBM) REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Colombia,Latin America,CCB Third Edition
958,BIOCORREDOR MARTIN SAGRADO REDD+ PROJECT,Pur Projet,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Peru,Latin America,CCB Second Edition
1571,Manoa REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,,Validation expired,Brazil,Latin America,CCB Third Edition
977,RMDLT Portel - Para REDD Project,RMDLT Property Group Ltd.,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,On Hold - see notification letter,Brazil,Latin America,CCB Third Edition
1218,"Evio Kuiñaji Ese´Eja Cuana, To Mitigate Climate Change, Madre de Dios - Perú",Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification approval requested ,Peru,Latin America,CCB Second Edition
1122,April Salumei REDD Project,Rainforest Project Management Limited.,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Papua New Guinea,Oceania,CCB Second Edition
576,"Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia",Asorpar Ltd.,"Afforestation, Reforestation and Revegetation",,Verification expired,Colombia,Latin America,CCB Second Edition
1566,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold,Under Verification,Colombia,Latin America,CCB Third Edition
934,The Mai Ndombe REDD+ Project,Wildlife Works Carbon LLC,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Under Verification,"Congo, The Democratic Republic of The",Africa,CCB Second Edition
1390,Carmen del Darién (CDD) REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approval requested ,Colombia,Latin America,CCB Third Edition
142,"Reforestation of degraded grasslands in Uchindile & Mapanda, Tanzania",Green Resources Tanzania Ltd (GRL),"Afforestation, Reforestation and Revegetation",,Verification expired,Tanzania,Africa,CCB Second Edition
1396,Rio Pepe y ACABA REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Colombia,Latin America,CCB First Edition
1408,Chyulu Hills REDD+ Project,Chyulu Hills Conservation Trust,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
1400,Concosta REDD+ Project,Concosta Community Council,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approval requested ,Colombia,Latin America,CCB Third Edition
1391,SIVIRÚ-USARAGÁ-PIZARRO-PILIZÁ (SUPP) REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approval requested ,Colombia,Latin America,CCB Third Edition
1389,Acapa -­ Bajo Mira Y Frontera REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Colombia,Latin America,CCB Third Edition
1392,Cajambre REDD+ Project,Consejo Comunitario de Cajambre,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approved,Colombia,Latin America,CCB Third Edition
1399,Mutatá REDD+ Project,Cabildo Mayor Indígena de Mutatá,Reduced Emissions from Deforestation and Degradation,Community Gold,Verification approval requested ,Colombia,Latin America,CCB Third Edition
868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Bosques Amazónicos,Reduced Emissions from Deforestation and Degradation,Community Gold; Biodiversity Gold,Under validation,Peru,Latin America,CCB Second Edition
844,Madre de Dios Amazon REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Gold,Verification approved,Peru,Latin America,CCB First Edition
1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar","Govt. of Madagascar, Direction Generale des Forets",Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Validation expired,Madagascar,Africa,CCB Second Edition
1340,Bale Mountains Eco-region REDD+ project,Oromia Forest and Wildlife Enterprise,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold; Gold,Verification approval requested ,Ethiopia,Africa,CCB Third Edition
1133,Yacumama Forest Carbon Project,Lawrence Bishop,Reduced Emissions from Deforestation and Degradation,,Project withdrawn,Peru,Latin America,CCB Third Edition
1543,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,Agroempresa Forestal S.A.,"Afforestation, Reforestation and Revegetation",,Verification approved,Uruguay,Latin America,CCB Third Edition
1541,Lacandon – Forest for life REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Guatemala,Latin America,CCB Third Edition
1538,ECO2 Rubber Forests Guatemala,"Negocios Energeticos De Occidente, S.A.","Afforestation, Reforestation and Revegetation",,Verification approved,Guatemala,Latin America,CCB Third Edition
1384,Reduced Emissions from Avoided Deforestation in the Multiple Use Zone of the Maya Biosphere Reserve in Guatemala (GuateCarbon),Consejo Nacional de Áreas Protegidas (CONAP),Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification expired,Guatemala,Latin America,CCB Second Edition
1326,Laguna Seca Forest Carbon Project,The Nature Conservancy,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Belize,Latin America,CCB Third Edition
1530,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,Multiple Proponents,"Afforestation, Reforestation and Revegetation",,Verification approved,Colombia,Latin America,CCB Third Edition
1115,JARI/AMAPÁ REDD+ PROJECT,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Under Verification,Brazil,Latin America,CCB Third Edition
996,"TIST Program in Kenya, VCS 009",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approval requested ,Kenya,Africa,CCB Second Edition
594,"TIST Program in Kenya, VCS 001",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
595,"TIST Program in Kenya, VCS 002",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
596,"TIST Program in Kenya, VCS 003",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
597,"TIST Program in Kenya, VCS 004",Clean Air Action Corporation,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
1325,Mjumita Community Forest Project (Lindi),Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification expired,Tanzania,Africa,CCB Third Edition
1215,The Makira Forest Protected Area in Madagascar,The Wildlife Conservation Society (WCS),Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification expired,Madagascar,Africa,CCB Second Edition
673,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,PRIMAKLIMA e.V.,"Afforestation, Reforestation and Revegetation",Biodiversity Gold,Verification approved,Uganda,Africa,CCB Third Edition
1175,"AVOIDING PLANNED DEFORESTATION AND DEGRADATION IN THE VALDIVIAN COASTAL RESERVE, CHILE",The Nature Conservancy,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification expired,Chile,Latin America,CCB Third Edition
612,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Wildlife Works Carbon LLC,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification approved,Kenya,Africa,CCB Second Edition
1403,"The Paraguay Forest Conservation Project – Reduction of GHG Emissions from Deforestation and Forest Degradation in the Parana Atlantic Ecosystem – Forest Protection in the La Amistad Community, San Rafael",Swire Pacific Offshore Operations (Pte) Ltd. (SPO),Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Paraguay,Latin America,CCB Second Edition
1503,RESEX Rio Preto-Jacundá REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold; Biodiversity Gold,Under Verification,Brazil,Latin America,CCB Third Edition
1501,Operation CO2 - La Muntanya d'Alinya,Fundacio Catalunya-La Pedrera,Improved Forest Management,,Project withdrawn,Spain,Europe,CCB Third Edition
963,The Purus Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Brazil,Latin America,CCB Second Edition
1201,Gola REDD project,Gola Rainforest Conservation LG,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification approved,Sierra Leone,Africa,CCB Second Edition
981,Pacajai REDD+ Project,Avoided Deforestation Project (Manaus) Limited (“A,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,On Hold - see notification letter,Brazil,Latin America,CCB Second Edition
